b,k,error
0.0,0.0,92.34182926829268
0.012153658536585371,0.09012756097560977,84.25790226047074
0.02376846674122547,0.17618340067174304,76.88766425650901
0.0348687582061684,0.25835140880545665,70.16810687431673
0.045477767556504005,0.3368071701606816,64.04178445775108
0.05561768008234996,0.41171833966038474,58.456322968625514
0.06530967912952058,0.4832450004995056,53.363972236428545
0.07457399134991102,0.5515400061036881,48.72119773789578
0.08342992990825761,0.6167493066442757,44.488308416522806
0.09189593573756963,0.6790122608070481,40.629117360215396
0.09998961693135965,0.7384619334806795,37.11063243617973
0.10772778635681925,0.7952253800008197,33.90277423826323
0.1151264975692869,0.849423917556981,30.978118935452944
0.12220107910472609,0.9011733843419907,28.311663823120604
0.1289661672234667,0.9505843869975872,25.880613572690958
0.13543573717515492,0.9977625368847367,23.66418535236315
0.14162313305169724,1.042808675683373,21.643431152844933
0.14754109629196904,1.085819090803473,19.801075799146595
0.15320179289917676,1.1268857210676135,18.12136926358327
0.15861683942901417,1.166096353104373,16.589952017396282
0.16379732780412642,1.203534808872104,15.193732269872756
0.16875384900788923,1.2392811247136468,13.92077404546979
0.17349651570811572,1.2734117223244728,12.760195142104727
0.17803498385901873,1.305999571999465,11.70207409824781
0.1823784733275726,1.337114348507056,10.737365373470766
0.1865357875883355,1.3668225799236855,9.857822017322308
0.1905153325288029,1.395187789746513,9.055925165419918
0.19432513440546276,1.4222706325879528,8.324819760013817
0.19797285698890915,1.4481290237418962,7.658255945492432
0.20146581793463833,1.472818262898388,7.050535637814515
0.2048110044144975,1.4963911522710296,6.49646381108515
0.2080150880421772,1.5188981093894467,5.991304084820295
0.21108443912462985,1.5403872747977558,5.530738232211511
0.21402514026985783,1.5609046148890928,5.110829263223391
0.21684299938013854,1.5804940200958681,4.727987766917893
0.21954356205844205,1.5991973986454984,4.378941225263076
0.22213212345454308,1.617054766081887,4.060706036087265
0.22461373957613195,1.6341043307438845,3.7705620060005134
0.22699323808908667,1.6503825753833214,3.5060290952209576
0.229275228629977,1.665924335096961,3.2648462154956306
0.23146411265282918,1.6807628717388439,3.0449518998572165
0.23356409283118545,1.6949299449719795,2.84446667896086
0.2355791820355424,1.7084558801111611,2.661677013334692
0.23751321190534505,1.721369632901824,2.495020644179528
0.2393698410338476,1.7336988513733234,2.3430732374804104
0.24115256278332475,1.74546993489876,2.2045362072493107
0.24286471274732818,1.7567080905875103,2.0782256137988377
0.244509475875928,1.7674373871309272,1.963062042137287
0.24608989327916012,1.777680806216228,1.8580613739545742
0.24760886872321247,1.7874602916183993,1.7623263743079067
0.2490691748332266,1.7967967960749869,1.6750390210810386
